id,sub_category,code,description,is_active,local_code
10181,PLAIN/CONVENTIONAL X RAYS,70330,Plain X-ray Temporal Mandibular Joints (TMJ),TRUE,
10182,PLAIN/CONVENTIONAL X RAYS,71020,X-Ray Chest-Pa And Lateral,TRUE,
10183,PLAIN/CONVENTIONAL X RAYS,71111,X-Ray Ribs,TRUE,
10184,PLAIN/CONVENTIONAL X RAYS,71120,X-Ray Sternum,TRUE,
10185,PLAIN/CONVENTIONAL X RAYS,72050,X-Ray Cervical Spine,TRUE,
10186,PLAIN/CONVENTIONAL X RAYS,72052,X-Ray Cervical Spine-Oblique,TRUE,
10187,PLAIN/CONVENTIONAL X RAYS,72070,X-Ray Thoracic Spine-Ap And Lateral,TRUE,
10188,PLAIN/CONVENTIONAL X RAYS,72074,X-Ray Thoracic Spine-Oblique,TRUE,
10189,PLAIN/CONVENTIONAL X RAYS,72082,X-Ray Total Spine,TRUE,
10190,PLAIN/CONVENTIONAL X RAYS,72100,X-Ray Lumbosacral Ap & Lateral,TRUE,
10191,PLAIN/CONVENTIONAL X RAYS,72110,X-Ray Lumbar Spine-Oblique,TRUE,
10192,PLAIN/CONVENTIONAL X RAYS,72170,X-Ray Pelvis,TRUE,
10193,PLAIN/CONVENTIONAL X RAYS,73000,X-Ray Clavicle,TRUE,
10194,PLAIN/CONVENTIONAL X RAYS,73010,X-Ray Scapula,TRUE,
10195,PLAIN/CONVENTIONAL X RAYS,73030,X-Ray Shoulder,TRUE,
10196,PLAIN/CONVENTIONAL X RAYS,73060,X-Ray Humerus,TRUE,
10197,PLAIN/CONVENTIONAL X RAYS,73070,X-Ray Elbow,TRUE,
10198,PLAIN/CONVENTIONAL X RAYS,73090,X-Ray Forearm (Radius/Ulna),TRUE,
10199,PLAIN/CONVENTIONAL X RAYS,73100,X-Ray Wrist,TRUE,
10200,PLAIN/CONVENTIONAL X RAYS,73130,X-Ray Hand,TRUE,
10201,PLAIN/CONVENTIONAL X RAYS,73140,X-Ray Finger,TRUE,
10202,PLAIN/CONVENTIONAL X RAYS,73501,X-Ray Pelvis and Femur (Pediatric),TRUE,
10203,PLAIN/CONVENTIONAL X RAYS,73502,X-Ray Hip,TRUE,
10204,PLAIN/CONVENTIONAL X RAYS,73552,X-Ray Femur,TRUE,
10205,PLAIN/CONVENTIONAL X RAYS,73562,X-Ray Knee-AP and Lateral,TRUE,
10206,PLAIN/CONVENTIONAL X RAYS,73564,X-Ray Both Knees,TRUE,
10207,PLAIN/CONVENTIONAL X RAYS,73590,X-ray leg (Tibia/fibula),TRUE,
10208,PLAIN/CONVENTIONAL X RAYS,73610,X-Ray Ankle,TRUE,
10209,PLAIN/CONVENTIONAL X RAYS,73620,X-Ray Foot,TRUE,
10210,PLAIN/CONVENTIONAL X RAYS,73650,X-Ray Calcaneum,TRUE,
10211,PLAIN/CONVENTIONAL X RAYS,73660,X-Ray Toe,TRUE,
10212,PLAIN/CONVENTIONAL X RAYS,74020,X-Ray Abdomen-Supine/Erect,TRUE,
10213,PLAIN/CONVENTIONAL X RAYS,74241,X-Ray Abdomen-KUB,TRUE,
10214,PLAIN/CONVENTIONAL X RAYS,76140,X-Ray /Fluoroscopic Report,TRUE,
10215,PLAIN/CONVENTIONAL X RAYS,77065,Mammography of Single Breast,TRUE,
10216,PLAIN/CONVENTIONAL X RAYS,77076,X-Ray Skeletal Survey,TRUE,
10217,PLAIN/CONVENTIONAL X RAYS,72072,X-Ray Lumbar Spine,TRUE,
10218,PLAIN/CONVENTIONAL X RAYS,72080,X-Ray Thoraco- Lumbar Spine,TRUE,
10219,PLAIN/CONVENTIONAL X RAYS,73110,X-Ray Wrist Joint,TRUE,
10220,PLAIN/CONVENTIONAL X RAYS,73522,X-Ray Hip Joint,TRUE,
10221,PLAIN/CONVENTIONAL X RAYS,73551,X-RAY Femur (Thigh),TRUE,
10222,PLAIN/CONVENTIONAL X RAYS,73560,X-Ray Knee Joint,TRUE,
10223,PLAIN/CONVENTIONAL X RAYS,73600,X-Ray Ankle Joint,TRUE,
10224,PLAIN/CONVENTIONAL X RAYS,74000,X-Ray Abdomen,TRUE,
10225,PLAIN/CONVENTIONAL X RAYS,73565,X-Ray Knee Weight Bearings,TRUE,
10226,PLAIN/CONVENTIONAL X RAYS,72114,X-Ray Lumbar Spine/ Extension and Flexion,TRUE,
10227,PLAIN/CONVENTIONAL X RAYS,77075,X-Ray Survey of Forearm or Wrist Bone Density,TRUE,
10228,PLAIN/CONVENTIONAL X RAYS,77066,Mammography of Both Breasts,TRUE,
10229,ULTRASOUND,76700,Ultrasound Abdominal,TRUE,
10230,ULTRASOUND,76641,Ultrasound Breast,TRUE,
10231,ULTRASOUND,76506,Ultrasound Cranial,TRUE,
10232,ULTRASOUND,76770,Ultrasound KUB,TRUE,
10233,ULTRASOUND,76815,Ultrasound Obstetric,TRUE,
10234,ULTRASOUND,76856,Ultrasound Pelvis,TRUE,
10235,ULTRASOUND,76775,Ultrasound Renal,TRUE,
10236,ULTRASOUND,76870,Ultrasound Scrotum,TRUE,
10237,ULTRASOUND,76536,Ultrasound Head and Neck / Thyroid,TRUE,
10238,ULTRASOUND,93971,Ultrasound Vascular Doppler,TRUE,
10239,ULTRASOUND,93880,Doppler Ultrasound of Head and Neck,TRUE,
10240,ULTRASOUND,93922,Doppler ultrasound of upper limbs,TRUE,
10241,ULTRASOUND,93923,Doppler Ultrasound of Lower Limbs,TRUE,
10242,ULTRASOUND,93975,Dopller Ultrasound of Abdomen/Pelvis/Scrotum,TRUE,
10243,ULTRASOUND,93976,Dopller Ultrasound of Abdomen/Pelvis/Scrotum(Limited),TRUE,
10244,ULTRASOUND,93980,Penile Doppler,TRUE,
10245,ULTRASOUND,93990,Ultrasound Doppler Dialysis Access/Fistula Assessment,TRUE,
10246,ULTRASOUND,76820,Ultrasound of Fetal Umbilical Artery Flow Rate,TRUE,
10247,ULTRASOUND,76821,Ultrasound of Fetal Brain Artery,TRUE,
10248,ULTRASOUND,76825,Ultrasound of Fetal Heart Blood Flow,TRUE,
10249,ULTRASOUND,76873,Ultrasound of Prostate,TRUE,
10250,ULTRASOUND,76881,Ultrasound of Leg,TRUE,
10251,ULTRASOUND,76882,Ultrasound of Arm,TRUE,
10252,ULTRASOUND,76812,Follow-up Obstetrics Ultrasound,TRUE,
10253,ULTRASOUND,76830,Transvaginal Ultrasound (TVS),TRUE,
10254,ULTRASOUND,76872,Transrectal Ultrasound (TRS),TRUE,
10255,ULTRASOUND,76705,Ultrasound Abdominal Emergency,TRUE,
10256,ULTRASOUND,76965,Ultrasound Follow-up Study,TRUE,
10257,ULTRASOUND,93886,Transcranial Doppler Ultrasound(TCD),TRUE,
10258,ULTRASOUND,76604,Ultrasound of Chest,TRUE,
10259,FLUOROSCOPY - RADIOLOGY,36005,Angio/Venogram,TRUE,
10260,FLUOROSCOPY - RADIOLOGY,51610,Antegrade / Retrograde Urethrography,TRUE,
10261,FLUOROSCOPY - RADIOLOGY,74249,Barium Follow Through,TRUE,
10262,FLUOROSCOPY - RADIOLOGY,74270,Barium Enema,TRUE,
10263,FLUOROSCOPY - RADIOLOGY,74246,Barium Meal - Single Contrast,TRUE,
10264,FLUOROSCOPY - RADIOLOGY,74230,Barium Swallow,TRUE,
10265,FLUOROSCOPY - RADIOLOGY,75984,Fistulogram,TRUE,
10266,FLUOROSCOPY - RADIOLOGY,58340,Hysterosalpingogram (HSG),TRUE,
10267,FLUOROSCOPY - RADIOLOGY,74400,Intra-Venous Urethrography (IVU),TRUE,
10268,FLUOROSCOPY - RADIOLOGY,51600,Micturating Cystourethrography (MCUG),TRUE,
10269,FLUOROSCOPY - RADIOLOGY,62284,Myelography,TRUE,
10270,FLUOROSCOPY - RADIOLOGY,74420,Retrograde Pyelography,TRUE,
10271,FLUOROSCOPY - RADIOLOGY,70380,Sialography,TRUE,
10272,FLUOROSCOPY - RADIOLOGY,76080,Sinography,TRUE,
10273,FLUOROSCOPY - RADIOLOGY,74251,Small Bowel Enema,TRUE,
10274,FLUOROSCOPY - RADIOLOGY,74430,Cystourethrography,TRUE,
10275,FLUOROSCOPY - RADIOLOGY,74485,Ureterogram,TRUE,
10276,FLUOROSCOPY - RADIOLOGY,74283,Barium Enema - Double Contrast,TRUE,
10277,FLUOROSCOPY - RADIOLOGY,78261,Barium Meal - Double Contrast,TRUE,
10278,CT SCAN,74150,CT Scan Abdomen,TRUE,
10279,CT SCAN,74176,CT Scan Abdomen Plus Pelvic,TRUE,
10280,CT SCAN,72125,CT Scan Cervical Spine,TRUE,
10281,CT SCAN,71250,CT Scan Chest/ Hrct,TRUE,
10282,CT SCAN,77013,CT Scan Guided Ablation,TRUE,
10283,CT SCAN,70450,CT Scan Head/ Brain,TRUE,
10284,CT SCAN,72131,CT Scan Lumbo-Sacral Spine,TRUE,
10285,CT SCAN,72192,CT Scan Pelvis,TRUE,
10286,CT SCAN,70486,CT Scan Paranasal Sinuses (Pns),TRUE,
10287,CT SCAN,76497,CT Scan Report,TRUE,
10288,CT SCAN,70480,CT Scan Temporal Bone,TRUE,
10289,CT SCAN,72128,CT Scan Thoratic Spine,TRUE,
10290,CT SCAN,73700,CT Scan Knee,TRUE,
10291,CT SCAN,72126,CT Scan Cervical Spine with Contrast,TRUE,
10292,CT SCAN,71275,CT Scan of Blood Vessels in Chest with Contrast,TRUE,
10293,CT SCAN,70496,CT Scan of Blood Vessel of Head with Contrast,TRUE,
10294,CT SCAN,74174,CT Scan of Abdominal and Pelvic Blood Vessels with Contrast,TRUE,
10295,CT SCAN,74175,CT Scan of Abdominal Blood Vessels with Contrast,TRUE,
10296,CT SCAN,73706,CT Scan of Lower Leg Blood Vessels with Contrast,TRUE,
10297,CT SCAN,73206,CT Scan of Arm Blood Vessels with Contrast,TRUE,
10298,CT SCAN,70498,CT Scan of Neck Blood Vessels with Contrast,TRUE,
10299,CT SCAN,75574,CT Scan of Heart Blood Vessels and Grafts with Contrast Dye,TRUE,
10300,CT SCAN,75572,CT Scan of Heart Structure with Contrast (Coronary Angiography),TRUE,
10301,CT SCAN,77012,CT Scan Guided Biopsy,TRUE,
10302,MRI,74181,MRI Abdomen/KUB,TRUE,
10303,MRI,74182,MRI Abdomen with Contrast,TRUE,
10304,MRI,73721,"MRI Lower Extremity Joints Left/Right - Hip, Knee, Ankle",TRUE,
10305,MRI,73224,"MRI Anthrogram Lower Extremity Joints Left/Right - Hip, Knee, Ankle",TRUE,
10306,MRI,73223,"MRI Lower Extremity Joints Left/Right with Contrast - Hip, Knee, Ankle",TRUE,
10307,MRI,72195,"MRI Pelvis (Male/Female)-Testis, Penis, Uterus, Bladder, Prostate, Fistula",TRUE,
10308,MRI,70551,MRI Brain,TRUE,
10309,MRI,77059,MRI Breast,TRUE,
10310,MRI,77058,MRI Breast Implant Evaluation,TRUE,
10311,MRI,72141,MRI Cervical Spine,TRUE,
10312,MRI,71550,MRI Chest,TRUE,
10313,MRI,73718,"MRI Lower Extremity Left / Right (Thigh, Leg, Foot)",TRUE,
10314,MRI,73719,"MRI Lower Extremity Left / Right (Thigh, Leg, Foot) with Contrast",TRUE,
10315,MRI,73218,"MRI Upper Extremity Left / Right (Arm, Fore Arm, Hand)",TRUE,
10316,MRI,73219,"MRI Upper Extremity Left / Right (Arm, Fore Arm, Hand) with Contrast",TRUE,
10317,MRI,75557,MRI Heart Morphology,TRUE,
10318,MRI,76390,Magnetic Resonance Cholangiopancreatography (MRCP),TRUE,
10319,MRI,70540,MRI Neck,TRUE,
10320,MRI,72196,MRI Pelvis with Contrast,TRUE,
10321,MRI,73222,"MRI Arm Joint with Contrast (Right/Left) - Shoulder, Elbow, Wrist",TRUE,
10322,MRI,73221,"MRI Arm Joint (Right/Left) - Shoulder, Elbow, Wrist",TRUE,
10323,MRI,74183,MRI Small Bowel (MRI Enteroclysis),TRUE,
10324,MRI,72146,MRI Thoracic Spine,TRUE,
10325,MRI,77021,MRI Guided Biopsy,TRUE,
10326,MRI,72156,MRI Brachial Plexus,TRUE,
10327,MRA,72159,MRA Spinal Canal Blood Vessel,TRUE,
10328,MRA,72198,MRA of Pelvic Blood Vessel,TRUE,
10329,MRA,70544,MRA Scan of Head Blood Vessels Before and after Contrast,TRUE,
10330,MRA,70545,MRA SCAN of Head Blood Vessels with Contrast,TRUE,
10331,MRA,70546,MRA Scan of Head Blood Vessels Before and after Contrast,TRUE,
10332,MRA,70547,MRA Scan of Neck Blood Vessels,TRUE,
10333,MRA,70548,MRA Scan of Neck Blood Vessels with Contrast,TRUE,
10334,MRA,73725,MRA / MRV Scan of Leg Blood Vessel,TRUE,
10335,MRA,73225,MRA / MRV Scan of Arm Blood Vessel,TRUE,
10336,MRA,74185,MRA / MRV Scan of Blood Vessels of Abdomen,TRUE,
10337,MRA,75565,MRA Coronary (Heart Vessels),TRUE,
10338,INTERVENTIONAL RADIOLOGY,76940,Ultrasound Guided for Needle Insertion,TRUE,
10339,INTERVENTIONAL RADIOLOGY,76942,Ultrasound Guided for Chorionic Villus Sampling,TRUE,
10340,INTERVENTIONAL RADIOLOGY,76941,Ultrasound Guided FNAC,TRUE,
10341,INTERVENTIONAL RADIOLOGY,76945,Ultrasound Guided for Amniocentensis,TRUE,
10342,INTERVENTIONAL RADIOLOGY,76946,Ultrasound Guided IVF (In Vitro Fertilization),TRUE,
10343,INTERVENTIONAL RADIOLOGY,76948,Ultrasound Guided Radiation Therapy,TRUE,
10344,INTERVENTIONAL RADIOLOGY,76970,Ultrasound Guided for Endoscopy,TRUE,
10345,INTERVENTIONAL RADIOLOGY,76975,Ultrasonic Guidance during Surgery,TRUE,
10346,INTERVENTIONAL RADIOLOGY,76998,Ultrasound of Bone Density Measurement,TRUE,
10347,INTERVENTIONAL RADIOLOGY,76977,Ultrasound Guided Pericardiocentesis,TRUE,
10348,INTERVENTIONAL RADIOLOGY,76930,Ultrasonic Guidance for Biopsy of Heart Wall,TRUE,
10349,INTERVENTIONAL RADIOLOGY,76932,Ultrasound Guidance for Repair of Blood Vessel,TRUE,
10350,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50382,Percutaneous Imaging Ureterostomy (Removal and Replacement),TRUE,
10351,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50384,Percutaneous Imaging Ureteric Stent Removal,TRUE,
10352,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50385,Removal And Replacement of Indwelling Stent in Urinary Duct (Ureter) Including  Radiological Supervision and Interpretation,TRUE,
10353,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50386,Imaging Guided Removal of Ureteric Stent,TRUE,
10354,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50387,Imaging Guided Replacement of Ureteric Stenting,TRUE,
10355,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50389,Imaging Guided Ureteronephrostomy Tube Removal,TRUE,
10356,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50430,Injection Procedure for X-Ray Imaging of Kidney and Urinary Duct (Ureter) using  Imaging Guidance including Radiological Supervision and Interpretation,TRUE,
10357,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50431,Injection Procedure for X-Ray Imaging of Kidney and Urinary Duct (Ureter) using  Imaging Guidance including Radiological Supervision and Interpretation,TRUE,
10358,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50432,Percutaneous Imaging Guided Nephrostomy Catheter Placement,TRUE,
10359,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50433,Percutaneous Imaging Guided Ureteronephrostomy Catheter Placement,TRUE,
10360,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50434,Percutaneous Imaging Guided Conversion of Nephrostomy Catheter to  Nephroureteral Catheter,TRUE,
10361,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50435,Percutaneous Replacement Nephrostomy Tube,TRUE,
10362,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50606,Biopsy of Urinary Duct Using Imaging Guidance with Radiological Supervision and Interpretation,TRUE,
10363,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50693,Percutaneous Ureteric Stenting,TRUE,
10364,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50705,Occlusion of Urinary Duct (Ureter) using Imaging Guidance With Radiological Supervision And Interpretation,TRUE,
10365,INTERVENTIONAL URO-RADIOLOGY PROCEDURES,50706,Ureteric Ablation,TRUE,
10366,OBSTETRIC INTERVENTIONAL RADIOLOGY,59070,Abdominal Infusion of Normal Saline into Fetal Amniotic SAC using Ultrasound Guidance,TRUE,
10367,OBSTETRIC INTERVENTIONAL RADIOLOGY,59072,Fetal Umbilical Cord Occlusion using Ultrasound Guidance,TRUE,
10368,OBSTETRIC INTERVENTIONAL RADIOLOGY,59074,Ultrasound Guided Amniocentesis,TRUE,
10369,OBSTETRIC INTERVENTIONAL RADIOLOGY,59076,Insertion of Drainage Catheter into Fetal Chest using Ultrasound Guidance,TRUE,
10370,OBSTETRIC INTERVENTIONAL RADIOLOGY,58345,Fallopian Tube Recannalisation,TRUE,
10371,INTERVENTION NEURO RADIOLOGY,61645,Percutaneous Floroscopic Thromboembolectomy,TRUE,
10372,INTERVENTION NEURO RADIOLOGY,61650,Transcatheter Floroscopic Thromboembolectomy,TRUE,
10373,INTERVENTION NEURO RADIOLOGY,61651,Transcatheter Imaging Thromboembolectomy,TRUE,
10374,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47531,Injection of Bile Duct for X-Ray Imaging Procedure Accessed through the Skin using Imaging Guidance Including Radiological Supervision and Interpretation,TRUE,
10375,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47532,Injection of Bile Duct for X-Ray Imaging Procedure Accessed through the Skin using Imaging Guidance including Radiological Supervision and Interpretation,TRUE,
10376,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47533,"Placement of Drainage Catheter of Biliary Duct, Accessed through the Skin with Imaging including Radiological Supervision and Interpretation",TRUE,
10377,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47534,"Placement of Drainage Catheter of Biliary Duct, Accessed through the Skin with Imaging including Radiological Supervision and Interpretation",TRUE,
10378,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47535,Conversion of External Biliary Drainage Catheter to Internal-External Biliary Drainage Catheter Accessed through the Skin using Imaging Guidance with Study of Bile Ducts and Radiological Supervision and Interpretation,TRUE,
10379,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47536,Replacement of Liver Duct Drainage Catheter Accessed through the Skin with Imaging and Radiological Supervision and Interpretation,TRUE,
10380,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47537,"Removal of Biliary Drainage Catheter, Accessed through the Skin using Imaging Guidance and Radiological Supervision and Interpretation",TRUE,
10381,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47538,"Placement of Stent of Biliary Duct, Accessed through the Skin with Imaging including Radiological Supervision and Interpretation",TRUE,
10382,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47539,"Placement of Stent of Biliary Duct, Accessed Through the Skin with Imaging including Radiological Supervision and Interpretation",TRUE,
10383,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47540,"Placement of Stent and Drainage Catheter of Biliary Duct, Accessed through the Skin with Imaging including Radiological Supervision and Interpretation",TRUE,
10384,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47541,"Placement of Access Device into Biliary Tract, Accessed through the Skin with Imaging including Radiological Supervision and Interpretation",TRUE,
10385,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47542,Balloon Dilation of Bile Duct Accessed through the Skin using Imaging Guidance including Radiological Supervision and Interpretation,TRUE,
10386,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47543,Biopsy of Bile Duct or Liver Duct Accessed through the Skin using Imaging Guidance with Radiological Supervision and Interpretation,TRUE,
10387,HEPATOBILIARY INTERVENTIONAL RADIOLOGY,47544,"Removal of Biliary Duct or Gallbladder Stone, Accessed through the Skin using Imaging Guidance and Radiological Supervision and Interpretation",TRUE,
10388,UROLOGY,51715,Augmentation Cystoplasty,TRUE,
10389,UROLOGY,54324,Epispadias Repair,TRUE,
10390,UROLOGY,54326,Hypospadias Repair,TRUE,
10391,UROLOGY,50650,Partial Cystectomy,TRUE,
10392,UROLOGY,54437,Repair of Fractured Penis,TRUE,
10393,UROLOGY,54300,Straightening Procedure of the Penis,TRUE,
10394,UROLOGY,55530,Varicocoelectomy,TRUE,
10395,UROLOGY,55520,Removal of Spermatic Cord Growth,TRUE,
10396,UROLOGY,55550,Tying of Spermatic Veins using an Endoscope,TRUE,
10397,UROLOGY,51596,Total Cystectomy + Urinary Diversion,TRUE,
10398,UROLOGY,51050,Cystolithotomy/ Vesicostomy,TRUE,
10399,UROLOGY,50220,Nephrectomy,TRUE,
10400,UROLOGY,50240,Partial NEPHRECTOMY,TRUE,
10401,UROLOGY,54120,Partial Penoctomy,TRUE,
10402,UROLOGY,50605,Pyeloplasty - PUJ,TRUE,
10403,UROLOGY,50060,Nephrolithotomy,TRUE,
10404,UROLOGY,50100,Repositioning of Abnormal Kidney Blood Vessels,TRUE,
10405,UROLOGY,50120,Exploration of Kidney,TRUE,
10406,UROLOGY,50125,Incision and Drainage of Kidney IE Abcess,TRUE,
10407,UROLOGY,51102,Supra Pubic Cystostomy(SPC),TRUE,
10408,UROLOGY,51597,Total Cystectomy & Urinary Diversion,TRUE,
10409,UROLOGY,54125,Total Penectomy/Bilateral Inguinal LN Dissection,TRUE,
10410,UROLOGY,50610,Ureterolithotomy,TRUE,
10411,UROLOGY,53410,Urethroplasty,TRUE,
10412,UROLOGY,51530,Urinary Bladder Diverticulectomy,TRUE,
10413,UROLOGY,54150,Circumsion (Phymosis & Paraphymosis),TRUE,
10414,UROLOGY,52005,Cystoscopy & Ureteric Catheterization,TRUE,
10415,UROLOGY,54380,Glansplasty,TRUE,
10416,UROLOGY,55040,Hydrocelectomy,TRUE,
10417,UROLOGY,53020,Meatotomy /Perineal Urethrotomy,TRUE,
10418,UROLOGY,55842,Open Prostatectomy,TRUE,
10419,UROLOGY,54535,Orchidectomy,TRUE,
10420,UROLOGY,54522,Partial Orchidectomy,TRUE,
10421,UROLOGY,54560,Testicular Exploration,TRUE,
10422,UROLOGY,54680,Transplantation of One or Both Testicles to Thigh,TRUE,
10423,UROLOGY,54690,Removal of One or Both Testicles using an Endoscope,TRUE,
10425,UROLOGY,54430,Priapism Operation(Shunting),TRUE,
10426,UROLOGY,55180,Scrotoplasty,TRUE,
10427,UROLOGY,52234,Transurethral Resection of Bladder Tumour,TRUE,
10428,UROLOGY,52601,Transurethral Resection of Prostate,TRUE,
10429,UROLOGY,50780,Ureteric Re-Implantation,TRUE,
10430,UROLOGY,52007,Cystoscopy Biopsy + EUA,TRUE,
10431,UROLOGY,53400,Direct Vision Urethrotomy,TRUE,
10432,UROLOGY,50075,Pyelolithotomy,TRUE,
10433,UROLOGY,52351,Ureteroscopy,TRUE,
10434,UROLOGY,52281,Urethral Bouging,TRUE,
10435,UROLOGY,54520,Bilateral Subcapsular Orchidectomy,TRUE,
10436,UROLOGY,52276,Optical Urethrotomy (OTIS),TRUE,
10437,UROLOGY,55700,Prostatic Trucut Biopsy,TRUE,
10438,UROLOGY,52332,Renoscopy,TRUE,
10439,UROLOGY,54500,Testicular Biopsy,TRUE,
10440,UROLOGY,51702,Urethral Catheterization,TRUE,
10441,UROLOGY,52000,Urethrocystoscopy,TRUE,
10442,UROLOGY,55250,Vascectomy,TRUE,
10443,UROLOGY,53445,Transurethral Resection or Incision of Bladder Nec,TRUE,
10444,UROLOGY,55175,Scrotoplasty,TRUE,
10445,UROLOGY,52270,Direct Visual Urethrotomy (DVU),TRUE,
10446,UROLOGY,50590,Eswl Session for Renal Stones(electro Shock Wave Lithotripsy),TRUE,
10447,UROLOGY,50575,DJ Stent Different Sizes with Guide Wire,TRUE,
10448,UROLOGY,52310,DJ Stent Removal,TRUE,
10449,UROLOGY,50574,Kidney Biopsy,TRUE,
10450,UROLOGY,52201,Cystoscopy + EUA + Biopsy,TRUE,
10451,UROLOGY,54505,Testicular Biopsy,TRUE,
10452,UROLOGY,58951,Pelvic Exenteration,TRUE,
10453,UROLOGY,54161,Circumscission (adult),TRUE,
10454,UROLOGY,43320,Anti Reflux Surgery,TRUE,
10455,UROLOGY,19301,Breast Lumpectomy (Malignant),TRUE,
10456,UROLOGY,31623,Bronchoscopy See/ORL,TRUE,
10457,UROLOGY,46280,Fissurectomy,TRUE,
10458,UROLOGY,46200,Fistulectomy,TRUE,
10459,UROLOGY,32320,Lung Decortication,TRUE,
10460,UROLOGY,32480,Lung Lobectomy,TRUE,
10461,UROLOGY,39010,Mediasternotomy Surgery,TRUE,
10462,UROLOGY,19307,Modified Radical Mastectomy,TRUE,
10463,UROLOGY,43107,Oesophagectomy,TRUE,
10464,UROLOGY,32220,Pleurectomy,TRUE,
10465,UROLOGY,32650,Pleurodesis,TRUE,
10466,UROLOGY,32440,Pneumonectomy,TRUE,
10467,UROLOGY,19306,Radical Mastectomy,TRUE,
10468,UROLOGY,21600,Rib Resection,TRUE,
10469,UROLOGY,32900,Rib Excision,TRUE,
10470,UROLOGY,19303,Simple Mastectomy,TRUE,
10471,UROLOGY,97597,Surgical Debriment Under G/A,TRUE,
10472,UROLOGY,32601,Thoracoscopy for Mediastinal Tumors,TRUE,
10473,UROLOGY,32096,Thoracotomy Achalasia of Oesophagus,TRUE,
10474,UROLOGY,32097,Thoracotomy Decortication,TRUE,
10475,UROLOGY,60220,Thyroid Lobectomy,TRUE,
10476,UROLOGY,60212,Subtotal Thyroidectomy,TRUE,
10477,UROLOGY,60240,Total Thyroidectomy,TRUE,
10478,UROLOGY,47600,Cholecystectomy,TRUE,
10479,UROLOGY,47610,Cholecystectomy & CBD Exploration,TRUE,
10480,UROLOGY,43264,Choledocotomy,TRUE,
10481,UROLOGY,47425,Duct Calculi Removal,TRUE,
10482,UROLOGY,47010,Incision & Drainage of Liver Abscess (Open),TRUE,
10483,UROLOGY,47120,Lobectomy (Liver),TRUE,
10484,UROLOGY,44950,Appendicectomy,TRUE,
