id,sub_category,code,description,code
6490,232,77417,Therapeutic Radiology Port Films,77417
6491,232,77332,"Radiation Treatment Devices, Design and Construction (Moulding) in 2D",77332
6492,232,77334,"Radiation Treatment Devices, Design and Construction (Moulding) in 3D",77334
6493,232,77338,Design and Construction of Device for Radiation Therapy,77338
6494,232,77300,Calculation of Radiotherapy Dose,77300
6495,232,77469,Intraoperative Radiotherapy,77469
6496,232,77371,"Radiotherapy Delivery, Steriotactic Radiosurgery, for Cranial Growth per Session",77371
6497,232,77321,Radiation Therapy Total Body Port Plan,77321
6498,232,77778,Prostate Brachytherapy,77778
6499,232,57155,Uterine Brachytherapy (Insertion of a Device to Deliver Radiation Therapy to the Uterus),57155
6500,232,57156,Vaginal Brachytherapy,57156
6501,232,77770,High Dose Intracavitary Brachytherapy (ICT),77770
6502,232,77385,Electron Treatment Delivery (Electron Therapy),77385
6503,232,77520,Proton Treatment Delivery (Proton Therapy),77520
6504,233,78315,Bone Scan,78315
6505,233,78708,Renal Scan,78708
6506,233,78707,Dimercaptosuccinic Acid Scan (Dmsa),78707
6507,233,78454,Myocardial Perfusion Study,78454
6508,233,78481,Muga/Erna Study (Single),78481
6509,233,78483,Muga/Erna Study (Multiple),78483
6510,233,78226,Disida Hepatobiliary Study,78226
6511,233,78267,Merckels' Diverticulum Study,78267
6512,233,38790,Lymphoscintigraphy,38790
6513,233,38792,Sentinel Lymph Node,38792
6514,233,78607,Cerebral Perfusion Study,78607
6515,233,78608,Nuclear Medicine Study Brain with Metabolic Evaluation,78608
6516,233,78609,Nuclear Medicine Study Brain with Blood Circulation Evaluation,78609
6517,233,78071,Parathyroid Scintigraphy,78071
6518,233,78072,Imaging of Parathyroid with CT and Nuclear Medicine Study,78072
6519,233,78264,Milk Scan,78264
6520,233,78012,Thyroid Scan,78012
6521,233,78018,Iodine 131 Diagnostic Whole Body Scan (WBS),78018
6522,233,79005,Iodine 131 Posttherapy Whole Body Scan (WBS),79005
6523,233,78806,Galium 67 Scan,78806
6524,233,78802,MIBG Scan,78802
6525,233,78805,White Body Scan,78805
6526,233,78701,Nuclear Medicine Study of Kidney With Assessment of Blood Flow,78701
6527,233,78710,Nuclear Medicine Study of Kidney,78710
6528,233,78725,Nuclear Medicine Kidney Function Study,78725
6529,233,78730,Nuclear Medicine Study of Remaining Urine In Bladder,78730
6530,233,78740,Nuclear Medicine Backwash of Urine Into Kidney,78740
6531,233,78761,Nuclear Medicine Study of Testicles And Blood Vessel Flow,78761
6532,233,78799,Nuclear Medicine Study of Urogenital Systems,78799
6533,233,78800,Nuclear Medicine Study of Radioactive Material Distribution at Tumor Location,78800
6534,233,78801,Nuclear Medicine Study of Radioactive Material Distribution at Multiple Tumor Locations,78801
6535,233,78803,Nuclear Medicine Study of Radioactive Material Distribution,78803
6536,233,78804,"Nuclear Medicine Study of Radioactive Material Distribution of Whole Body, Requiring 2 or more Days Imaging",78804
6537,233,78808,Injection of Radioactive Contrast Material into a Vein for Non-Imaging Gamma Probe,78808
6538,233,78811,Nuclear Medicine Study Limited Area,78811
6539,233,78812,Nuclear Medicine Imaging from Skull Base to Mid-Thigh,78812
6540,233,78813,Nuclear Medicine Imaging Whole Body,78813
6541,233,78814,Nuclear Medicine Study with CT Imaging,78814
6542,233,78815,Nuclear Medicine Study with CT Imaging Skull Base to Mid-Thigh,78815
6543,233,78816,Nuclear Medicine Study with CT Imaging Whole Body,78816
6544,234,57421,Biopsy of Vagina and Cervix using an Endoscope,57421
6545,234,57454,Biopsy and Scraping of the Cervix using an Endoscope,57454
6546,234,57455,Cone Biopsy of the Cervix and Vagina using an Endoscope,57455
6547,234,57511,Cryotherapy (Cervix),57511
6548,234,57460,Loop Electrosurgical Excision Procedure (LeEP),57460
6549,235,88142,Cervical Cancer Screening (Pap Smear),88142
6550,235,88143,Cervical Cancer Screening (VIA/VILI),88143
6551,236,96411,Chemotherapy Administration and Supervision,96411
6552,236,96405,"Intralesional Chemotherapy, up to and including 7 Lesions",96405
6553,236,96406,"Intralesional Chemotherapy, more than 7 Lesions",96406
6554,236,96402,Hormonal Anti-Neoplastic Chemotherapy Administration Beneath the Skin or into the Muscle,96402
6555,236,96409,Bolus Intravenous Chemotherapy Infusion (Using Push Technique),96409
6556,236,96413,Intravenous Chemotherapy Infusion up to 1 Hour,96413
6557,236,96415,Intravenous Chemotherapy Infusion,96415
6558,236,96521,Refilling and Maintenance of Portable Pumps.,96521
6559,236,96416,Prolonged Chemotherapy Infusion into a Vein by Portable or Implanted Pump more than 8 Hours,96416
6560,236,96417,Infusion of Different Chemotherapy Drug or Substance into a Vein up to 1 Hour,96417
6561,236,96420,Bolus Intra-Arterial Chemotherapy Infusion (Using Push Technique),96420
6562,236,96422,Infusion of Chemotherapy into an Artery up to 1 Hour,96422
6563,236,96423,Intra-Arterial Chemotherapy Infusion,96423
6564,236,96425,"Prolonged Chemotherapy Infusion into Artery by Portable or Implanted Pump, more",96425
6565,236,CODE,SERVICE DESCRIPTION,CODE
6566,236,,than 8 Hours,
6567,236,96440,Intrapleural Chemotherapy (Chemotherapy Delivery into the Chest Cavity),96440
6568,236,96446,Intraperitoneal Chemotherapy Infusion,96446
6569,236,96450,Intrathecal Chemotherapy Administration,96450
6570,237,77790,Supervision of Radiotherapy Delivery,77790
6571,237,77401,Superficial Radiotherapy (EG Skin & Post Keloidectomy),77401
6572,237,77280,Conventional Simulation (Simple),77280
6573,237,77285,Conventional Simulation (Complex),77285
6574,237,77290,CT Simulation Simple,77290
6575,237,77293,CT Simulation Complex (With Management of Respiratory Movement),77293
6576,237,77387,Image Guided Radiotherapy (IGRT) Delivery,77387
6577,237,77299,Radiotherapy Planning 2D,77299
6578,237,77295,Radiotherapy Planning 3d,77295
6579,237,77301,Management of Modulation Radiotherapy (IMRT) Planning,77301
6580,237,77386,Intensity Modulated Radiation Therapy (IMRT) Delivery,77386
6581,237,77306,Curative Radiotherapy 2D,77306
6582,237,77307,Palliative Radiotherapy 2D,77307
6583,237,77316,Curative Radiotherapy 3D,77316
6584,237,77317,Palliative Radiotherapy 3D,77317
6585,237,77318,Extended Local/Hemi Body Radiotherapy ( LHB & UHB RT),77318
6586,237,77331,Special Radiation Therapy Planning,77331
6587,237,77417,Therapeutic Radiology Port Films,77417
6588,237,77332,"Radiation Treatment Devices, Design and Construction (Moulding) in 2D",77332
6589,237,77334,"Radiation Treatment Devices, Design and Construction (Moulding) in 3D",77334
6590,237,77338,Design and Construction of Device for Radiation Therapy,77338
6591,237,77300,Calculation of Radiotherapy Dose,77300
6592,237,77469,Intraoperative Radiotherapy,77469
6593,237,77371,"Radiotherapy Delivery, Steriotactic Radiosurgery, for Cranial Growth per Session",77371
6594,237,77321,Radiation Therapy Total Body Port Plan,77321
6595,237,77778,Prostate Brachytherapy,77778
6596,237,57155,Uterine Brachytherapy (Insertion of a Device to Deliver Radiation Therapy to the Uterus),57155
6597,237,57156,Vaginal Brachytherapy,57156
6598,237,77770,High Dose Intracavitary Brachytherapy (ICT),77770
6599,237,77385,Electron Treatment Delivery (Electron Therapy),77385
6600,237,77520,Proton Treatment Delivery (Proton Therapy),77520
6601,238,78315,Bone Scan,78315
6602,238,78708,Renal Scan,78708
6603,238,78707,Dimercaptosuccinic Acid Scan (Dmsa),78707
6604,238,78454,Myocardial Perfusion Study,78454
6605,238,78481,Muga/Erna Study (Single),78481
6606,238,78483,Muga/Erna Study (Multiple),78483
6607,238,78226,Disida Hepatobiliary Study,78226
6608,238,78267,Merckels' Diverticulum Study,78267
6609,238,38790,Lymphoscintigraphy,38790
6610,238,38792,Sentinel Lymph Node,38792
6611,238,78607,Cerebral Perfusion Study,78607
6612,238,78608,Nuclear Medicine Study Brain with Metabolic Evaluation,78608
6613,238,78609,Nuclear Medicine Study Brain with Blood Circulation Evaluation,78609
6614,238,78071,Parathyroid Scintigraphy,78071
6615,238,78072,Imaging of Parathyroid with CT and Nuclear Medicine Study,78072
6616,238,78264,Milk Scan,78264
6617,238,78012,Thyroid Scan,78012
6618,238,78018,Iodine 131 Diagnostic Whole Body Scan (WBS),78018
6619,238,79005,Iodine 131 Posttherapy Whole Body Scan (WBS),79005
6620,238,78806,Galium 67 Scan,78806
6621,238,78802,MIBG Scan,78802
6622,238,78805,White Body Scan,78805
6623,238,78701,Nuclear Medicine Study of Kidney With Assessment of Blood Flow,78701
6624,238,78710,Nuclear Medicine Study of Kidney,78710
6625,238,CODE,SERVICE DESCRIPTION,CODE
6626,238,78725,Nuclear Medicine Kidney Function Study,78725
6627,238,78730,Nuclear Medicine Study of Remaining Urine In Bladder,78730
6628,238,78740,Nuclear Medicine Backwash of Urine Into Kidney,78740
6629,238,78761,Nuclear Medicine Study of Testicles And Blood Vessel Flow,78761
6630,238,78799,Nuclear Medicine Study of Urogenital Systems,78799
6631,238,78800,Nuclear Medicine Study of Radioactive Material Distribution at Tumor Location,78800
6632,238,78801,Nuclear Medicine Study of Radioactive Material Distribution at Multiple Tumor Locations,78801
6633,238,78803,Nuclear Medicine Study of Radioactive Material Distribution,78803
6634,238,78804,"Nuclear Medicine Study of Radioactive Material Distribution of Whole Body, Requiring 2 or more Days Imaging",78804
6635,238,78808,Injection of Radioactive Contrast Material into a Vein for Non-Imaging Gamma Probe,78808
6636,238,78811,Nuclear Medicine Study Limited Area,78811
6637,238,78812,Nuclear Medicine Imaging from Skull Base to Mid-Thigh,78812
6638,238,78813,Nuclear Medicine Imaging Whole Body,78813
6639,238,78814,Nuclear Medicine Study with CT Imaging,78814
6640,238,78815,Nuclear Medicine Study with CT Imaging Skull Base to Mid-Thigh,78815
6641,238,78816,Nuclear Medicine Study with CT Imaging Whole Body,78816
6642,239,97011,Cervical Traction,97011
6643,239,97013,Lumbar Traction,97013
6644,240,94668,Manual Chest Physiotherapy,94668
6645,240,94620,Endurance Training,94620
6646,240,94452,Lung Function Test,94452
6647,240,94640,Airway Clearance Techniques / Breathing Exercises/Nebulization,94640
6648,240,94667,Conventional Chest Physiotherapy,94667
6649,240,94669,Mechanical Chest Physiotherapy,94669
6650,240,94680,Spirometry Exercises,94680
6651,240,94681,Positive Expiratory Pressure Therapy,94681
6652,240,94645,Aerosol Therapy- Nebulizer / Steam Therapy,94645
6653,240,32997,Therapeutic Postural Drainage,32997
6654,240,31720,Suction of Secretions,31720
6655,240,99503,Chest Physiotherapy Home Visit,99503
6656,241,97010,Cold Therapy,97010
6657,241,99401,Ice Therapy,99401
6658,241,97034,Contrast Bath,97034
6659,241,97018,Heat Therapy / Wax Bath Therapy,97018
6660,242,97164,Medical Exercise Therapy - Therapeutic Equipments,97164
6661,242,97110,Non Paralytic Exercise Therapy,97110
6662,242,97161,Physiotherapy Follow up,97161
6663,242,96004,Postural Correction,96004
6664,242,97530,Postural Training,97530
6665,242,29425,Ambulation with Below Knee Pop,29425
6666,242,29355,Ambulation with Medical Aid,29355
6667,242,96001,Video Taped Gait Analysis,96001
6668,242,29440,Gait Training on Walker,29440
6669,242,97116,Gait Training,97116
6670,243,97026,Infra Red Radiation(IRR),97026
6671,243,97024,Shortwave Diathermy(SWD),97024
6672,243,97139,Microwave Physiotherapy,97139
6673,243,97028,Ultra Violet Radiation(UV),97028
6674,243,97035,Ultrasound Therapeutic,97035
6675,243,20979,Therapeutic Ultrasound - Bone,20979
6676,243,97032,Tens,97032
6677,243,97140,Manual Therapy,97140
6678,243,97124,Therapeutic Massage,97124
6679,243,96002,Electromyography (EMG) Physiotherapy,96002
6680,243,0278T,Interferential (Ift) Therapy,0278T
6681,243,0101T,Shock Wave Therapy,0101T
6682,243,97033,Iontophoresis,97033
6683,243,90901,Biofeedback Training,90901
6684,244,97761,Limb Orthotic Therapy,97761
6685,244,97760,Fitting Mobility / Assistive Device,97760
6686,244,29125,Non Moveable Splint (Fore Arm),29125
6687,244,29505,Long Leg Splinting,29505
6688,244,29515,Below Knee Splinting,29515
6689,244,29530,Knee Strapping,29530
6690,244,29540,Ankle/ Foot Strapping,29540
6691,244,97542,Wheelchair Training - Physiotherapy,97542
6692,245,97022,Whirlpool Therapy (Aquatic Therapy),97022
6693,245,97113,Hydrotherapy,97113
6694,245,97036,Hydrotherapy - Hubbard,97036
6695,245,97016,Decongestive Physiotherapy,97016
6696,246,97170,Sport Physiotherapy,97170
6697,246,97171,Sport Physiotherapy - Review,97171
6698,246,97172,Sport Physiotherapy - Evaluation,97172
6699,246,97750,Physical Performance Test,97750
6700,247,97162,Neurodevelopmental Therapy,97162
6701,247,99391,Paediatric Physiotherapy -Neonates,99391
6702,247,99392,Paediatric Physiotherapy - 1 - 4 Years,99392
6703,247,99393,Paediatric Physiotherapy - 5 - 11 Years,99393
6704,247,99394,Preventive Health Education - 12 - 17 Years,99394
6705,248,99395,Preventive Health Education - 18 - 39 Years,99395
6706,248,99396,Preventive Health Education - 40-64 Years,99396
6707,248,99397,Geriatric Health Education - Above 65 Years,99397
6708,248,99404,Preventive Physiotherapy Counseling,99404
6709,248,99412,Therapeutic Health Education,99412
6710,248,97150,Group Therapy,97150
6711,248,,,
6712,249,97811,Acupuncture,97811
6713,249,97814,Acupuncture With Electrical Stimulation,97814
6714,250,99091,Physiotherapeutic Report,99091
6715,250,99600,Community Based Rehabilitation,99600
6716,250,93797,Cardiac Rehabilitation,93797
6717,250,0310T,Motor Function Mapping of Arm or Leg,0310T
6718,250,97799,Exercise Therapy Paralytic Condition,97799
6719,250,97112,Facial Paralysis Exercise,97112
6720,250,97163,Neurofacilitation Therapy,97163
6721,250,97039,Neuromuscular Rehabilitation,97039
6722,250,0106T,Sensory Assessment - Deep Touch,0106T
6723,250,0108T,Sensory Assessment - Cold Touch,0108T
6724,250,0109T,Sensory Assessment - Heat Touch,0109T
6725,250,0110T,Sensory Assessment - Superficial Touch,0110T
6726,250,99450,Disability Assessment,99450
6727,250,97537,Ergonomic Assessment,97537
6728,250,95831,Muscle Strenght Grading - Limbs,95831
6729,250,95832,Muscle Strenght Grading - Hand,95832
6730,250,95833,Muscle Strength Grading - Body,95833
6731,250,95851,Range of Motion / Rom Axial Skeleton,95851
6732,250,95852,Range of Motion/ Rom Appendicular,95852
6733,251,99455,Adaptive Skill Training,99455
6734,251,0373T,Behavioral Modification Management,0373T
6735,251,97532,Cognitive Skills,97532
6736,251,99403,Functional Counseling,99403
6737,251,97755,Hand Function Skills,97755
6738,251,99336,Adl's Functional Skills Training,99336
6739,251,97167,Rehabilitation Occupational Therapy,97167
6740,251,99509,Productivity Activities,99509
6741,251,90836,Psychosocial Intervention,90836
6742,251,97168,Remedial Activities,97168
6743,251,97535,Self Care Activities,97535
6744,251,98960,Self Care Skills Training,98960
6745,251,97533,Sensory Integration / Stimulation Training,97533
6746,251,97165,Occupational Therapy Physical – Follow up,97165
6747,251,92526,Dysphagia Management,92526
6748,251,90882,Learning Difficult Management,90882
6749,251,97166,Occupational Therapy at Rehabilitation Village,97166
6750,251,99456,Occupational Therapy Working Area Visit,99456
6751,251,98961,Closed Group Therapy,98961
6752,251,98962,Open Group Therapy,98962
6753,251,96127,Behavioral Assessment,96127
6754,251,96152,Psychoeducation - Occupational Therapy,96152
6755,251,0368T,Orientation On Protocol and Procedure,0368T
6756,251,0369T,Re-Orientation On Protocol and Procedure,0369T
6757,251,99402,Preventive Counseling,99402
6758,251,97545,Activity Grading,97545
6759,251,0371T,Family Psychoeducation,0371T
6760,251,0372T,Behavioral Group Therapy,0372T
6761,251,0374T,Behavioural Modification,0374T
6762,252,29105,Splints - Static / Dynamic,29105
6763,252,29126,Fore Arm Splint-Dynamic,29126
6764,252,29130,Hand Splint-Static,29130
6765,252,29131,Hand Splint-Dynamic,29131
6766,253,92507,Speech And Language Intervention Therapy - Child / Adult,92507
6767,253,92522,Phonological / Articulation Management,92522
6768,253,92523,Speech and Language Comprehension Review,92523
6769,253,92524,Voice Analysis,92524
6770,253,92508,Speech and Language Group Therapy,92508
6771,253,92605,Augmentative Alternative Communication Intervention,92605
6772,253,92610,Swallowing Intervention Follow up,92610
6773,253,96105,Expressive and Receptive Speech and Language Assessment,96105
6774,253,92555,Auditory Assessment,92555
6775,253,92556,Auditory and Speech Assessment,92556
6776,253,92630,Auditory Verbal Therapy,92630
6777,253,92633,Auditory Training,92633
6778,254,99292,CPR-Resuscitation,99292
6779,254,190,Anesthesia for procedure on facial bones or skull,190
6780,254,192,Anesthesia for surgery of facial bones or skull,192
6781,254,210,Anesthesia for procedure on brain,210
6782,254,211,Anesthesia for procedure to remove blood collection in brain,211
6783,254,212,Anesthesia for procedure to remove fluid in brain,212
6784,254,214,Anesthesia for procedure to create holes in skull including X-ray imaging,214
6785,254,215,Anesthesia for procedure to repair skull or skull fracture,215
6786,254,216,Anesthesia for procedure on blood vessel in brain,216
6787,254,218,Anesthesia for procedure on brain patient in sitting position,218
6788,254,220,Anesthesia for procedure to drain brain and spinal cord fluid,220
6789,254,222,Anesthesia for procedure on nerve in brain,222
6790,254,300,Anesthesia for procedure on esophagus and neck,300
6791,254,320,"Anesthesia for procedure on esophagus and neck, age 1 year or older",320
6792,254,450,Anesthesia for procedure on collar bone and shoulder blade,450
6793,254,454,Anesthesia for biopsy of collar bone,454
6794,254,470,Anesthesia for partial removal of rib,470
6795,254,472,Anesthesia for partial removal of rib and chest wall repair,472
6796,254,474,Anesthesia for partial removal of rib and chest wall reconstruction,474
6797,254,520,Anesthesia for closed procedure in chest,520
6798,254,524,Anesthesia for closed drainage of lung fluid,524
6799,254,532,Anesthesia for central vein access,532
6800,254,600,Anesthesia for procedure on upper spine and spinal cord,600
6801,254,604,"Anesthesia for procedure on spine and spinal cord, patient in sitting position",604
6802,254,620,Anesthesia for procedure on middle spine and spinal cord,620
6803,254,626,Anesthesia for procedure on middle spine and spinal cord with 1 lung ventilation,626
6804,254,630,Anesthesia for procedure on lower spine,630
6805,254,632,Anesthesia for removal of nerves in lower spine,632
6806,254,635,Anesthesia for spinal tap,635
6807,254,640,Anesthesia for closed manipulation of spine,640
6808,254,670,Anesthesia for procedure on spine and spinal cord,670
6809,254,700,Anesthesia for procedure on upper front abdominal wall,700
6810,254,1112,Anesthesia for bone marrow aspiration and/or biopsy at pelvic bone,1112
6811,254,1120,Anesthesia for procedure on pelvic bone,1120
6812,254,1130,Anesthesia for application or revision of body cast,1130
6813,254,1140,Anesthesia for amputation of leg including pelvic bone,1140
6814,254,1150,Anesthesia for removal of pelvic bone tumor,1150
6815,254,1160,Anesthesia for procedure on pubic bone or sacroiliac joint,1160
6816,254,1170,Anesthesia for open procedure on pubic bone or sacroiliac joint,1170
6817,254,1173,Anesthesia for open repair of pelvic fracture,1173
6818,254,1180,Anesthesia for removal of external pelvic nerve,1180
6819,254,1190,Anesthesia for removal of internal pelvic nerve,1190
6820,254,1200,Anesthesia for closed procedure on hip joint,1200
6821,254,1202,Anesthesia for procedure on hip joint using an endoscope,1202
6822,254,1210,Anesthesia for open surgical procedure on hip joint,1210
6823,254,1212,Anesthesia for open hip joint dislocation,1212
6824,254,1214,Anesthesia for open total hip joint replacement,1214
6825,254,1215,Anesthesia for open revision of total hip joint replacement,1215
6826,254,1220,Anesthesia for closed procedure on upper two-thirds of thigh bone,1220
6827,254,1230,Anesthesia for open procedure on upper two-thirds of thigh bone,1230
6828,254,1232,Anesthesia for open amputation at upper two-thirds of thigh bone,1232
6829,254,1234,Anesthesia for open removal of muscle or tissue at upper two-thirds of thigh bone,1234
6830,254,1250,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",1250
6831,254,1260,Anesthesia for procedure on veins of upper leg,1260
6832,254,1270,Anesthesia for procedure on arteries of upper leg,1270
6833,254,1320,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",1320
6834,254,1340,Anesthesia for closed procedure on lower one-third of thigh bone,1340
6835,254,1360,Anesthesia for open procedure on lower one-third of thigh bone,1360
6836,254,1380,Anesthesia for closed procedure on knee joint,1380
6837,254,1382,Anesthesia for diagnostic examination of knee joint using an endoscope,1382
6838,254,1390,Anesthesia for closed procedure at kneecap and/or upper foreleg bones,1390
6839,254,1392,Anesthesia for open procedure at kneecap and upper foreleg bones,1392
6840,254,1400,Anesthesia for open or endoscopic procedure on knee including Popliteal Area,1400
6841,254,1402,Anesthesia for open or endoscopic total knee joint replacement,1402
6842,254,1404,Anesthesia for open or endoscopic procedure of dislocated knee,1404
6843,254,1420,"Anesthesia for knee joint cast application, removal, or repair",1420
6844,254,1462,"Anesthesia for closed procedure on lower leg, ankle, and foot",1462
6845,254,1464,Anesthesia for procedure on ankle and/or foot using an endoscope,1464
6846,254,1470,"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",1470
6847,254,1472,Anesthesia for procedure to repair calf muscle tendon,1472
6848,254,1474,Anesthesia for procedure to repair calf muscle,1474
6849,254,1480,"Anesthesia for open procedure on bones of lower leg, ankle and foot",1480
6850,254,1482,Anesthesia for open amputation below the knee,1482
6851,254,1484,"Anesthesia for open reconstruction of lower leg, ankle, and/or foot bone",1484
6852,254,1486,Anesthesia for open total ankle joint replacement,1486
6853,254,1490,"Anesthesia for lower leg cast application, removal, or repair",1490
6854,254,1610,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of shoulder and underarm",1610
6855,254,1620,Anesthesia for closed procedure on upper arm bone and shoulder joint,1620
6856,254,1622,Anesthesia for diagnostic examination of shoulder joint using an endoscope,1622
6857,254,1630,Anesthesia for open or endoscopic procedure at upper arm and shoulder joint including,1630
6858,254,1634,Anesthesia for open or endoscopic procedure of dislocated shoulder joint,1634
6859,254,1636,"Anesthesia for open or endoscopic amputation of arm, shoulder blade, and collar bone",1636
6860,254,1638,Anesthesia for open or endoscopic total shoulder joint replacement,1638
6861,254,1680,"Anesthesia for cast application, removal or repair",1680
6862,254,1682,"Anesthesia for shoulder spica cast application, removal or repair",1682
6863,254,1710,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper arm and elbow",1710
6864,254,1712,Anesthesia for open incision of elbow to shoulder tendon,1712
6865,254,1714,Anesthesia for repair of elbow to shoulder tendon,1714
6866,254,1716,Anesthesia for suture of upper arm and elbow tendon to bone,1716
6867,254,1730,Anesthesia for closed procedure on upper arm and elbow,1730
6868,254,1732,Anesthesia for diagnostic examination of elbow joint using an endoscope,1732
6869,254,1740,Anesthesia for open or endoscopic procedure on elbow,1740
6870,254,1742,Anesthesia for open or endoscopic procedure at upper arm bone,1742
6871,254,1744,Anesthesia for open or endoscopic repair of non-healed fracture of upper arm bone,1744
6872,254,1756,Anesthesia for open or endoscopic surgical procedure on elbow,1756
6873,254,1758,Anesthesia for open or endoscopic removal cyst or tumor of upper arm,1758
6874,254,1760,Anesthesia for open or endoscopic total elbow joint replacement,1760
6875,254,1770,Anesthesia for procedure on arteries of upper arm and elbow,1770
6876,254,1810,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",1810
6877,254,1820,"Anesthesia for closed procedure on bones of forearm, wrist, or hand",1820
6878,254,1829,Anesthesia for diagnostic examination of the wrist using an endoscope,1829
6879,254,1830,"Anesthesia for open or endoscopic procedure on bones of forearm, wrist, or hand",1830
6880,254,1832,Anesthesia for open or endoscopic total wrist joint replacement,1832
6881,254,1860,"Anesthesia for forearm, wrist, or hand cast application, removal or repair",1860
6882,254,1916,Anesthesia for diagnostic X-ray procedure on arteries or veins,1916
6883,254,1924,Anesthesia for X-ray procedure on arteries,1924
6884,254,1925,Anesthesia for X-ray procedure on neck or heart artery,1925
6885,254,1926,"Anesthesia for X-ray procedure on artery in brain, heart, or major vessel of chest 
(aorta)",1926
6886,254,1930,Anesthesia for X-ray procedure on vein or lymph system,1930
6887,254,1931,Anesthesia for X-ray procedure on liver vein,1931
6888,254,1932,Anesthesia for X-ray procedure on chest or neck vein,1932
6889,254,1933,Anesthesia for X-ray procedure on brain vein,1933
6890,254,1935,Anesthesia for diagnostic X-ray procedure (accessed through the skin) on spine and spinal cord,1935
6891,254,1936,Anesthesia for X-ray procedure (accessed through the skin) on spine and spinal cord,1936
6892,254,1991,Anesthesia for nerve block and injection procedure,1991
6893,254,1992,"Anesthesia for nerve block and injection procedure, prone position",1992
6894,254,1996,Daily hospital management of continuous spinal drug administration,1996
6895,254,1999,Anesthesia procedure,1999
6896,254,31500,Intubation (Intravenous Anaesthesia) /LMA /Mask -- (Inhalational Anaesthesia) /Mechanical Ventilation,31500
6897,254,62320,Epidural Anesthesia,62320
6898,254,62273,Epidural Patch,62273
6899,254,64400,"Injection of anesthetic agent, trigeminal nerve",64400
6900,254,64402,"Injection of anesthetic agent, facial nerve",64402
6901,254,64405,"Injection of anesthetic agent, greater occipital nerve",64405
6902,254,64408,"Injection of anesthetic agent, cranial (vagus) nerve",64408
6903,254,64410,"Injection of anesthetic agent, upper spine (phrenic) nerve",64410
6904,254,64413,"Injection of anesthetic agent, neck nerve bundle",64413
6905,254,64415,"Injection of anesthetic agent, brachial (arm) nerve bundle",64415
6906,254,64416,"Injection by continuous infusion of anesthetic agent, brachial (arm) nerve bundle",64416
6907,254,64417,Injection of anesthetic agent underarm (axillary) nerve,64417
6908,254,64418,"Injection of anesthetic agent, collar bone nerve",64418
6909,254,36556,Insertion of central venous catheter for infusion,36556
6910,254,43753,NGT insertion,43753
6911,254,76937,Intravenous placement USS Guided,76937
6912,254,99152,Sedation without Respiratory support - Above 5yrs,99152
6913,254,99151,Sedation without Respiratory support - Under 5yrs,99151
6914,254,96366,IV Side Injection,96366
6915,254,93503,Continuous invasive CVP monitoring,93503
6916,254,96368,Continuous Drug infusions -Inotropes/Vasoactive drugs,96368
6917,254,92960,Defibrilation/Elective Cardioversion / Electrocardioversion (Resursitative Defibrillation procedure),92960
6918,254,94660,Non Invasive mechanical ventilation (CPAP),94660
6919,254,36620,Continuous invasive Arterial Blood Pressure (ABP) monitoring,36620
6920,254,530,Anesthesia for insertion of permanent heart pacemaker,530
6921,254,534,Anesthesia for insertion or replace of pacing heart defibrillator,534
6922,254,537,Anesthesia for procedure on heart to correct abnormal rhythm,537
6923,254,539,Anesthesia for reconstruction of windpipe and lung airway,539
6924,254,540,Anesthesia for procedure in chest,540
6925,254,541,Anesthesia for procedure in chest with 1 lung ventilation,541
6926,254,542,Anesthesia for removal of lung lining,542
6927,254,546,Anesthesia for lung removal and chest wall repair,546
6928,254,548,Anesthesia for procedure on windpipe and lung airway,548
6929,254,550,Anesthesia for removal of breast bone tissue,550
6930,254,560,Anesthesia for procedure on heart and great blood vessels,560
6931,254,561,"Anesthesia for procedure on heart and great blood vessels on heart-lung machine, younger than 1 year of age",561
6932,254,562,"Anesthesia for procedure on heart and great blood vessels on heart-lung machine, age 1 year or older, or re-operation more than 1 month after original procedure",562
6933,254,563,Anesthesia for procedure on heart and great blood vessels on heart-lung machine,563
6934,254,566,Anesthesia for heart artery bypass grafting,566
6935,254,567,Anesthesia for heart artery bypass grafting on heart-lung machine,567
6936,254,580,Anesthesia for heart or heart-lung transplant,580
6937,254,882,Anesthesia for tying of major vein in lower abdomen,882
6938,254,1272,Anesthesia for groin artery bypass graft and tying of upper leg artery,1272
6939,254,1274,Anesthesia for removal of groin artery blood clot,1274
6940,254,1430,Anesthesia for procedure on knee veins,1430
6941,254,1432,Anesthesia for repair of abnormal artery-vein formation of knee,1432
6942,254,1440,Anesthesia for procedure on knee arteries,1440
6943,254,1442,Anesthesia for removal of blood clot in artery behind knee,1442
6944,254,1444,Anesthesia for repair of bulging (aneurysm) defect in knee artery,1444
6945,254,1500,Anesthesia for procedure on arteries of lower leg including bypass graft,1500
6946,254,1502,Anesthesia for lower leg artery bypass graft or blood clot removal,1502
6947,254,1520,Anesthesia for procedure on veins of lower leg,1520
6948,254,1522,Anesthesia for removal of lower leg vein obstruction,1522
